rho,betak1,Li1,gammai1,Li2,gammai2,Li3,gammai3,Li4,gammai4,beta,eta,L,gamma
2.485000e+00,5.975855e-01,1.493266e+01,0.000000e+00,1.493266e+01,0.000000e+00,1.473064e+01,0.000000e+00,1.473064e+01,0.000000e+00,5.975855e-01,1.000000e+00,5.932660e+01,4.213961e-01
2.490000e+00,5.983936e-01,1.493289e+01,0.000000e+00,1.493289e+01,0.000000e+00,1.473154e+01,0.000000e+00,1.473154e+01,0.000000e+00,5.983936e-01,1.000000e+00,5.932886e+01,4.213801e-01
2.495000e+00,5.991984e-01,1.493311e+01,0.000000e+00,1.493311e+01,0.000000e+00,1.473244e+01,0.000000e+00,1.473244e+01,0.000000e+00,5.991984e-01,1.000000e+00,5.933110e+01,4.213641e-01
2.500000e+00,6.000000e-01,1.493333e+01,0.000000e+00,1.493333e+01,0.000000e+00,1.473333e+01,0.000000e+00,1.473333e+01,0.000000e+00,6.000000e-01,1.000000e+00,5.933333e+01,4.213483e-01
2.505000e+00,6.007984e-01,1.493355e+01,0.000000e+00,1.493355e+01,0.000000e+00,1.473422e+01,0.000000e+00,1.473422e+01,0.000000e+00,6.007984e-01,1.000000e+00,5.933555e+01,4.213326e-01
2.510000e+00,6.015936e-01,1.493377e+01,0.000000e+00,1.493377e+01,0.000000e+00,1.473510e+01,0.000000e+00,1.473510e+01,0.000000e+00,6.015936e-01,1.000000e+00,5.933775e+01,4.213170e-01
2.515000e+00,6.023857e-01,1.493399e+01,0.000000e+00,1.493399e+01,0.000000e+00,1.473597e+01,0.000000e+00,1.473597e+01,0.000000e+00,6.023857e-01,1.000000e+00,5.933993e+01,4.213014e-01
2.520000e+00,6.031746e-01,1.493421e+01,0.000000e+00,1.493421e+01,0.000000e+00,1.473684e+01,0.000000e+00,1.473684e+01,0.000000e+00,6.031746e-01,1.000000e+00,5.934211e+01,4.212860e-01
2.525000e+00,6.039604e-01,1.493443e+01,0.000000e+00,1.493443e+01,0.000000e+00,1.473770e+01,0.000000e+00,1.473770e+01,0.000000e+00,6.039604e-01,1.000000e+00,5.934426e+01,4.212707e-01
2.530000e+00,6.047431e-01,1.493464e+01,0.000000e+00,1.493464e+01,0.000000e+00,1.473856e+01,0.000000e+00,1.473856e+01,0.000000e+00,6.047431e-01,1.000000e+00,5.934641e+01,4.212555e-01
2.535000e+00,6.055227e-01,1.493485e+01,0.000000e+00,1.493485e+01,0.000000e+00,1.473941e+01,0.000000e+00,1.473941e+01,0.000000e+00,6.055227e-01,1.000000e+00,5.934853e+01,4.212404e-01
2.540000e+00,6.062992e-01,1.493506e+01,0.000000e+00,1.493506e+01,0.000000e+00,1.474026e+01,0.000000e+00,1.474026e+01,0.000000e+00,6.062992e-01,1.000000e+00,5.935065e+01,4.212254e-01
2.545000e+00,6.070727e-01,1.493528e+01,0.000000e+00,1.493528e+01,0.000000e+00,1.474110e+01,0.000000e+00,1.474110e+01,0.000000e+00,6.070727e-01,1.000000e+00,5.935275e+01,4.212105e-01
2.550000e+00,6.078431e-01,1.493548e+01,0.000000e+00,1.493548e+01,0.000000e+00,1.474194e+01,0.000000e+00,1.474194e+01,0.000000e+00,6.078431e-01,1.000000e+00,5.935484e+01,4.211957e-01
2.555000e+00,6.086106e-01,1.493569e+01,0.000000e+00,1.493569e+01,0.000000e+00,1.474277e+01,0.000000e+00,1.474277e+01,0.000000e+00,6.086106e-01,1.000000e+00,5.935691e+01,4.211809e-01
2.560000e+00,6.093750e-01,1.493590e+01,0.000000e+00,1.493590e+01,0.000000e+00,1.474359e+01,0.000000e+00,1.474359e+01,0.000000e+00,6.093750e-01,1.000000e+00,5.935897e+01,4.211663e-01
2.565000e+00,6.101365e-01,1.493610e+01,0.000000e+00,1.493610e+01,0.000000e+00,1.474441e+01,0.000000e+00,1.474441e+01,0.000000e+00,6.101365e-01,1.000000e+00,5.936102e+01,4.211518e-01
2.570000e+00,6.108949e-01,1.493631e+01,0.000000e+00,1.493631e+01,0.000000e+00,1.474522e+01,0.000000e+00,1.474522e+01,0.000000e+00,6.108949e-01,1.000000e+00,5.936306e+01,4.211373e-01
2.575000e+00,6.116505e-01,1.493651e+01,0.000000e+00,1.493651e+01,0.000000e+00,1.474603e+01,0.000000e+00,1.474603e+01,0.000000e+00,6.116505e-01,1.000000e+00,5.936508e+01,4.211230e-01
2.580000e+00,6.124031e-01,1.493671e+01,0.000000e+00,1.493671e+01,0.000000e+00,1.474684e+01,0.000000e+00,1.474684e+01,0.000000e+00,6.124031e-01,1.000000e+00,5.936709e+01,4.211087e-01
2.585000e+00,6.131528e-01,1.493691e+01,0.000000e+00,1.493691e+01,0.000000e+00,1.474763e+01,0.000000e+00,1.474763e+01,0.000000e+00,6.131528e-01,1.000000e+00,5.936909e+01,4.210946e-01
2.590000e+00,6.138996e-01,1.493711e+01,0.000000e+00,1.493711e+01,0.000000e+00,1.474843e+01,0.000000e+00,1.474843e+01,0.000000e+00,6.138996e-01,1.000000e+00,5.937107e+01,4.210805e-01
2.595000e+00,6.146435e-01,1.493730e+01,0.000000e+00,1.493730e+01,0.000000e+00,1.474922e+01,0.000000e+00,1.474922e+01,0.000000e+00,6.146435e-01,1.000000e+00,5.937304e+01,4.210665e-01
2.600000e+00,6.153846e-01,1.493750e+01,0.000000e+00,1.493750e+01,0.000000e+00,1.475000e+01,0.000000e+00,1.475000e+01,0.000000e+00,6.153846e-01,1.000000e+00,5.937500e+01,4.210526e-01
2.605000e+00,6.161228e-01,1.493769e+01,0.000000e+00,1.493769e+01,0.000000e+00,1.475078e+01,0.000000e+00,1.475078e+01,0.000000e+00,6.161228e-01,1.000000e+00,5.937695e+01,4.210388e-01
2.610000e+00,6.168582e-01,1.493789e+01,0.000000e+00,1.493789e+01,0.000000e+00,1.475155e+01,0.000000e+00,1.475155e+01,0.000000e+00,6.168582e-01,1.000000e+00,5.937888e+01,4.210251e-01
2.615000e+00,6.175908e-01,1.493808e+01,0.000000e+00,1.493808e+01,0.000000e+00,1.475232e+01,0.000000e+00,1.475232e+01,0.000000e+00,6.175908e-01,1.000000e+00,5.938080e+01,4.210115e-01
2.620000e+00,6.183206e-01,1.493827e+01,0.000000e+00,1.493827e+01,0.000000e+00,1.475309e+01,0.000000e+00,1.475309e+01,0.000000e+00,6.183206e-01,1.000000e+00,5.938272e+01,4.209979e-01
2.625000e+00,6.190476e-01,1.493846e+01,0.000000e+00,1.493846e+01,0.000000e+00,1.475385e+01,0.000000e+00,1.475385e+01,0.000000e+00,6.190476e-01,1.000000e+00,5.938462e+01,4.209845e-01
2.630000e+00,6.197719e-01,1.493865e+01,0.000000e+00,1.493865e+01,0.000000e+00,1.475460e+01,0.000000e+00,1.475460e+01,0.000000e+00,6.197719e-01,1.000000e+00,5.938650e+01,4.209711e-01
2.635000e+00,6.204934e-01,1.493884e+01,0.000000e+00,1.493884e+01,0.000000e+00,1.475535e+01,0.000000e+00,1.475535e+01,0.000000e+00,6.204934e-01,1.000000e+00,5.938838e+01,4.209578e-01
2.640000e+00,6.212121e-01,1.493902e+01,0.000000e+00,1.493902e+01,0.000000e+00,1.475610e+01,0.000000e+00,1.475610e+01,0.000000e+00,6.212121e-01,1.000000e+00,5.939024e+01,4.209446e-01
2.645000e+00,6.219282e-01,1.493921e+01,0.000000e+00,1.493921e+01,0.000000e+00,1.475684e+01,0.000000e+00,1.475684e+01,0.000000e+00,6.219282e-01,1.000000e+00,5.939210e+01,4.209314e-01
2.650000e+00,6.226415e-01,1.493939e+01,0.000000e+00,1.493939e+01,0.000000e+00,1.475758e+01,0.000000e+00,1.475758e+01,0.000000e+00,6.226415e-01,1.000000e+00,5.939394e+01,4.209184e-01
2.655000e+00,6.233522e-01,1.493958e+01,0.000000e+00,1.493958e+01,0.000000e+00,1.475831e+01,0.000000e+00,1.475831e+01,0.000000e+00,6.233522e-01,1.000000e+00,5.939577e+01,4.209054e-01
2.660000e+00,6.240602e-01,1.493976e+01,0.000000e+00,1.493976e+01,0.000000e+00,1.475904e+01,0.000000e+00,1.475904e+01,0.000000e+00,6.240602e-01,1.000000e+00,5.939759e+01,4.208925e-01
2.665000e+00,6.247655e-01,1.493994e+01,0.000000e+00,1.493994e+01,0.000000e+00,1.475976e+01,0.000000e+00,1.475976e+01,0.000000e+00,6.247655e-01,1.000000e+00,5.939940e+01,4.208797e-01
2.670000e+00,6.254682e-01,1.494012e+01,0.000000e+00,1.494012e+01,0.000000e+00,1.476048e+01,0.000000e+00,1.476048e+01,0.000000e+00,6.254682e-01,1.000000e+00,5.940120e+01,4.208669e-01
2.675000e+00,6.261682e-01,1.494030e+01,0.000000e+00,1.494030e+01,0.000000e+00,1.476119e+01,0.000000e+00,1.476119e+01,0.000000e+00,6.261682e-01,1.000000e+00,5.940299e+01,4.208543e-01
2.680000e+00,6.268657e-01,1.494048e+01,0.000000e+00,1.494048e+01,0.000000e+00,1.476190e+01,0.000000e+00,1.476190e+01,0.000000e+00,6.268657e-01,1.000000e+00,5.940476e+01,4.208417e-01
2.685000e+00,6.275605e-01,1.494065e+01,0.000000e+00,1.494065e+01,0.000000e+00,1.476261e+01,0.000000e+00,1.476261e+01,0.000000e+00,6.275605e-01,1.000000e+00,5.940653e+01,4.208292e-01
2.690000e+00,6.282528e-01,1.494083e+01,0.000000e+00,1.494083e+01,0.000000e+00,1.476331e+01,0.000000e+00,1.476331e+01,0.000000e+00,6.282528e-01,1.000000e+00,5.940828e+01,4.208167e-01
2.695000e+00,6.289425e-01,1.494100e+01,0.000000e+00,1.494100e+01,0.000000e+00,1.476401e+01,0.000000e+00,1.476401e+01,0.000000e+00,6.289425e-01,1.000000e+00,5.941003e+01,4.208044e-01
2.700000e+00,6.296296e-01,1.494118e+01,0.000000e+00,1.494118e+01,0.000000e+00,1.476471e+01,0.000000e+00,1.476471e+01,0.000000e+00,6.296296e-01,1.000000e+00,5.941176e+01,4.207921e-01
2.705000e+00,6.303142e-01,1.494135e+01,0.000000e+00,1.494135e+01,0.000000e+00,1.476540e+01,0.000000e+00,1.476540e+01,0.000000e+00,6.303142e-01,1.000000e+00,5.941349e+01,4.207799e-01
2.710000e+00,6.309963e-01,1.494152e+01,0.000000e+00,1.494152e+01,0.000000e+00,1.476608e+01,0.000000e+00,1.476608e+01,0.000000e+00,6.309963e-01,1.000000e+00,5.941520e+01,4.207677e-01
2.715000e+00,6.316759e-01,1.494169e+01,0.000000e+00,1.494169e+01,0.000000e+00,1.476676e+01,0.000000e+00,1.476676e+01,0.000000e+00,6.316759e-01,1.000000e+00,5.941691e+01,4.207556e-01
2.720000e+00,6.323529e-01,1.494186e+01,0.000000e+00,1.494186e+01,0.000000e+00,1.476744e+01,0.000000e+00,1.476744e+01,0.000000e+00,6.323529e-01,1.000000e+00,5.941860e+01,4.207436e-01
2.725000e+00,6.330275e-01,1.494203e+01,0.000000e+00,1.494203e+01,0.000000e+00,1.476812e+01,0.000000e+00,1.476812e+01,0.000000e+00,6.330275e-01,1.000000e+00,5.942029e+01,4.207317e-01
2.730000e+00,6.336996e-01,1.494220e+01,0.000000e+00,1.494220e+01,0.000000e+00,1.476879e+01,0.000000e+00,1.476879e+01,0.000000e+00,6.336996e-01,1.000000e+00,5.942197e+01,4.207198e-01
2.735000e+00,6.343693e-01,1.494236e+01,0.000000e+00,1.494236e+01,0.000000e+00,1.476945e+01,0.000000e+00,1.476945e+01,0.000000e+00,6.343693e-01,1.000000e+00,5.942363e+01,4.207081e-01
2.740000e+00,6.350365e-01,1.494253e+01,0.000000e+00,1.494253e+01,0.000000e+00,1.477011e+01,0.000000e+00,1.477011e+01,0.000000e+00,6.350365e-01,1.000000e+00,5.942529e+01,4.206963e-01
2.745000e+00,6.357013e-01,1.494269e+01,0.000000e+00,1.494269e+01,0.000000e+00,1.477077e+01,0.000000e+00,1.477077e+01,0.000000e+00,6.357013e-01,1.000000e+00,5.942693e+01,4.206847e-01
2.750000e+00,6.363636e-01,1.494286e+01,0.000000e+00,1.494286e+01,0.000000e+00,1.477143e+01,0.000000e+00,1.477143e+01,0.000000e+00,6.363636e-01,1.000000e+00,5.942857e+01,4.206731e-01
2.755000e+00,6.370236e-01,1.494302e+01,0.000000e+00,1.494302e+01,0.000000e+00,1.477208e+01,0.000000e+00,1.477208e+01,0.000000e+00,6.370236e-01,1.000000e+00,5.943020e+01,4.206616e-01
2.760000e+00,6.376812e-01,1.494318e+01,0.000000e+00,1.494318e+01,0.000000e+00,1.477273e+01,0.000000e+00,1.477273e+01,0.000000e+00,6.376812e-01,1.000000e+00,5.943182e+01,4.206501e-01
2.765000e+00,6.383363e-01,1.494334e+01,0.000000e+00,1.494334e+01,0.000000e+00,1.477337e+01,0.000000e+00,1.477337e+01,0.000000e+00,6.383363e-01,1.000000e+00,5.943343e+01,4.206387e-01
2.770000e+00,6.389892e-01,1.494350e+01,0.000000e+00,1.494350e+01,0.000000e+00,1.477401e+01,0.000000e+00,1.477401e+01,0.000000e+00,6.389892e-01,1.000000e+00,5.943503e+01,4.206274e-01
2.775000e+00,6.396396e-01,1.494366e+01,0.000000e+00,1.494366e+01,0.000000e+00,1.477465e+01,0.000000e+00,1.477465e+01,0.000000e+00,6.396396e-01,1.000000e+00,5.943662e+01,4.206161e-01
2.780000e+00,6.402878e-01,1.494382e+01,0.000000e+00,1.494382e+01,0.000000e+00,1.477528e+01,0.000000e+00,1.477528e+01,0.000000e+00,6.402878e-01,1.000000e+00,5.943820e+01,4.206049e-01
2.785000e+00,6.409336e-01,1.494398e+01,0.000000e+00,1.494398e+01,0.000000e+00,1.477591e+01,0.000000e+00,1.477591e+01,0.000000e+00,6.409336e-01,1.000000e+00,5.943978e+01,4.205938e-01
2.790000e+00,6.415771e-01,1.494413e+01,0.000000e+00,1.494413e+01,0.000000e+00,1.477654e+01,0.000000e+00,1.477654e+01,0.000000e+00,6.415771e-01,1.000000e+00,5.944134e+01,4.205827e-01
2.795000e+00,6.422182e-01,1.494429e+01,0.000000e+00,1.494429e+01,0.000000e+00,1.477716e+01,0.000000e+00,1.477716e+01,0.000000e+00,6.422182e-01,1.000000e+00,5.944290e+01,4.205717e-01
2.800000e+00,6.428571e-01,1.494444e+01,0.000000e+00,1.494444e+01,0.000000e+00,1.477778e+01,0.000000e+00,1.477778e+01,0.000000e+00,6.428571e-01,1.000000e+00,5.944444e+01,4.205607e-01
2.805000e+00,6.434938e-01,1.494460e+01,0.000000e+00,1.494460e+01,0.000000e+00,1.477839e+01,0.000000e+00,1.477839e+01,0.000000e+00,6.434938e-01,1.000000e+00,5.944598e+01,4.205499e-01
2.810000e+00,6.441281e-01,1.494475e+01,0.000000e+00,1.494475e+01,0.000000e+00,1.477901e+01,0.000000e+00,1.477901e+01,0.000000e+00,6.441281e-01,1.000000e+00,5.944751e+01,4.205390e-01
2.815000e+00,6.447602e-01,1.494490e+01,0.000000e+00,1.494490e+01,0.000000e+00,1.477961e+01,0.000000e+00,1.477961e+01,0.000000e+00,6.447602e-01,1.000000e+00,5.944904e+01,4.205283e-01
2.820000e+00,6.453901e-01,1.494505e+01,0.000000e+00,1.494505e+01,0.000000e+00,1.478022e+01,0.000000e+00,1.478022e+01,0.000000e+00,6.453901e-01,1.000000e+00,5.945055e+01,4.205176e-01
2.825000e+00,6.460177e-01,1.494521e+01,0.000000e+00,1.494521e+01,0.000000e+00,1.478082e+01,0.000000e+00,1.478082e+01,0.000000e+00,6.460177e-01,1.000000e+00,5.945205e+01,4.205069e-01
2.830000e+00,6.466431e-01,1.494536e+01,0.000000e+00,1.494536e+01,0.000000e+00,1.478142e+01,0.000000e+00,1.478142e+01,0.000000e+00,6.466431e-01,1.000000e+00,5.945355e+01,4.204963e-01
2.835000e+00,6.472663e-01,1.494550e+01,0.000000e+00,1.494550e+01,0.000000e+00,1.478202e+01,0.000000e+00,1.478202e+01,0.000000e+00,6.472663e-01,1.000000e+00,5.945504e+01,4.204858e-01
2.840000e+00,6.478873e-01,1.494565e+01,0.000000e+00,1.494565e+01,0.000000e+00,1.478261e+01,0.000000e+00,1.478261e+01,0.000000e+00,6.478873e-01,1.000000e+00,5.945652e+01,4.204753e-01
2.845000e+00,6.485062e-01,1.494580e+01,0.000000e+00,1.494580e+01,0.000000e+00,1.478320e+01,0.000000e+00,1.478320e+01,0.000000e+00,6.485062e-01,1.000000e+00,5.945799e+01,4.204649e-01
2.850000e+00,6.491228e-01,1.494595e+01,0.000000e+00,1.494595e+01,0.000000e+00,1.478378e+01,0.000000e+00,1.478378e+01,0.000000e+00,6.491228e-01,1.000000e+00,5.945946e+01,4.204545e-01
2.855000e+00,6.497373e-01,1.494609e+01,0.000000e+00,1.494609e+01,0.000000e+00,1.478437e+01,0.000000e+00,1.478437e+01,0.000000e+00,6.497373e-01,1.000000e+00,5.946092e+01,4.204442e-01
2.860000e+00,6.503497e-01,1.494624e+01,0.000000e+00,1.494624e+01,0.000000e+00,1.478495e+01,0.000000e+00,1.478495e+01,0.000000e+00,6.503497e-01,1.000000e+00,5.946237e+01,4.204340e-01
2.865000e+00,6.509599e-01,1.494638e+01,0.000000e+00,1.494638e+01,0.000000e+00,1.478552e+01,0.000000e+00,1.478552e+01,0.000000e+00,6.509599e-01,1.000000e+00,5.946381e+01,4.204238e-01
2.870000e+00,6.515679e-01,1.494652e+01,0.000000e+00,1.494652e+01,0.000000e+00,1.478610e+01,0.000000e+00,1.478610e+01,0.000000e+00,6.515679e-01,1.000000e+00,5.946524e+01,4.204137e-01
2.875000e+00,6.521739e-01,1.494667e+01,0.000000e+00,1.494667e+01,0.000000e+00,1.478667e+01,0.000000e+00,1.478667e+01,0.000000e+00,6.521739e-01,1.000000e+00,5.946667e+01,4.204036e-01
2.880000e+00,6.527778e-01,1.494681e+01,0.000000e+00,1.494681e+01,0.000000e+00,1.478723e+01,0.000000e+00,1.478723e+01,0.000000e+00,6.527778e-01,1.000000e+00,5.946809e+01,4.203936e-01
2.885000e+00,6.533795e-01,1.494695e+01,0.000000e+00,1.494695e+01,0.000000e+00,1.478780e+01,0.000000e+00,1.478780e+01,0.000000e+00,6.533795e-01,1.000000e+00,5.946950e+01,4.203836e-01
2.890000e+00,6.539792e-01,1.494709e+01,0.000000e+00,1.494709e+01,0.000000e+00,1.478836e+01,0.000000e+00,1.478836e+01,0.000000e+00,6.539792e-01,1.000000e+00,5.947090e+01,4.203737e-01
2.895000e+00,6.545769e-01,1.494723e+01,0.000000e+00,1.494723e+01,0.000000e+00,1.478892e+01,0.000000e+00,1.478892e+01,0.000000e+00,6.545769e-01,1.000000e+00,5.947230e+01,4.203638e-01
2.900000e+00,6.551724e-01,1.494737e+01,0.000000e+00,1.494737e+01,0.000000e+00,1.478947e+01,0.000000e+00,1.478947e+01,0.000000e+00,6.551724e-01,1.000000e+00,5.947368e+01,4.203540e-01
2.905000e+00,6.557659e-01,1.494751e+01,0.000000e+00,1.494751e+01,0.000000e+00,1.479003e+01,0.000000e+00,1.479003e+01,0.000000e+00,6.557659e-01,1.000000e+00,5.947507e+01,4.203442e-01
2.910000e+00,6.563574e-01,1.494764e+01,0.000000e+00,1.494764e+01,0.000000e+00,1.479058e+01,0.000000e+00,1.479058e+01,0.000000e+00,6.563574e-01,1.000000e+00,5.947644e+01,4.203345e-01
2.915000e+00,6.569468e-01,1.494778e+01,0.000000e+00,1.494778e+01,0.000000e+00,1.479112e+01,0.000000e+00,1.479112e+01,0.000000e+00,6.569468e-01,1.000000e+00,5.947781e+01,4.203248e-01
2.920000e+00,6.575342e-01,1.494792e+01,0.000000e+00,1.494792e+01,0.000000e+00,1.479167e+01,0.000000e+00,1.479167e+01,0.000000e+00,6.575342e-01,1.000000e+00,5.947917e+01,4.203152e-01
2.925000e+00,6.581197e-01,1.494805e+01,0.000000e+00,1.494805e+01,0.000000e+00,1.479221e+01,0.000000e+00,1.479221e+01,0.000000e+00,6.581197e-01,1.000000e+00,5.948052e+01,4.203057e-01
2.930000e+00,6.587031e-01,1.494819e+01,0.000000e+00,1.494819e+01,0.000000e+00,1.479275e+01,0.000000e+00,1.479275e+01,0.000000e+00,6.587031e-01,1.000000e+00,5.948187e+01,4.202962e-01
2.935000e+00,6.592845e-01,1.494832e+01,0.000000e+00,1.494832e+01,0.000000e+00,1.479328e+01,0.000000e+00,1.479328e+01,0.000000e+00,6.592845e-01,1.000000e+00,5.948320e+01,4.202867e-01
2.940000e+00,6.598639e-01,1.494845e+01,0.000000e+00,1.494845e+01,0.000000e+00,1.479381e+01,0.000000e+00,1.479381e+01,0.000000e+00,6.598639e-01,1.000000e+00,5.948454e+01,4.202773e-01
2.945000e+00,6.604414e-01,1.494859e+01,0.000000e+00,1.494859e+01,0.000000e+00,1.479434e+01,0.000000e+00,1.479434e+01,0.000000e+00,6.604414e-01,1.000000e+00,5.948586e+01,4.202679e-01
2.950000e+00,6.610169e-01,1.494872e+01,0.000000e+00,1.494872e+01,0.000000e+00,1.479487e+01,0.000000e+00,1.479487e+01,0.000000e+00,6.610169e-01,1.000000e+00,5.948718e+01,4.202586e-01
2.955000e+00,6.615905e-01,1.494885e+01,0.000000e+00,1.494885e+01,0.000000e+00,1.479540e+01,0.000000e+00,1.479540e+01,0.000000e+00,6.615905e-01,1.000000e+00,5.948849e+01,4.202494e-01
2.960000e+00,6.621622e-01,1.494898e+01,0.000000e+00,1.494898e+01,0.000000e+00,1.479592e+01,0.000000e+00,1.479592e+01,0.000000e+00,6.621622e-01,1.000000e+00,5.948980e+01,4.202401e-01
2.965000e+00,6.627319e-01,1.494911e+01,0.000000e+00,1.494911e+01,0.000000e+00,1.479644e+01,0.000000e+00,1.479644e+01,0.000000e+00,6.627319e-01,1.000000e+00,5.949109e+01,4.202310e-01
2.970000e+00,6.632997e-01,1.494924e+01,0.000000e+00,1.494924e+01,0.000000e+00,1.479695e+01,0.000000e+00,1.479695e+01,0.000000e+00,6.632997e-01,1.000000e+00,5.949239e+01,4.202218e-01
2.975000e+00,6.638655e-01,1.494937e+01,0.000000e+00,1.494937e+01,0.000000e+00,1.479747e+01,0.000000e+00,1.479747e+01,0.000000e+00,6.638655e-01,1.000000e+00,5.949367e+01,4.202128e-01
2.980000e+00,6.644295e-01,1.494949e+01,0.000000e+00,1.494949e+01,0.000000e+00,1.479798e+01,0.000000e+00,1.479798e+01,0.000000e+00,6.644295e-01,1.000000e+00,5.949495e+01,4.202037e-01
2.985000e+00,6.649916e-01,1.494962e+01,0.000000e+00,1.494962e+01,0.000000e+00,1.479849e+01,0.000000e+00,1.479849e+01,0.000000e+00,6.649916e-01,1.000000e+00,5.949622e+01,4.201948e-01
2.990000e+00,6.655518e-01,1.494975e+01,0.000000e+00,1.494975e+01,0.000000e+00,1.479899e+01,0.000000e+00,1.479899e+01,0.000000e+00,6.655518e-01,1.000000e+00,5.949749e+01,4.201858e-01
2.995000e+00,6.661102e-01,1.494987e+01,0.000000e+00,1.494987e+01,0.000000e+00,1.479950e+01,0.000000e+00,1.479950e+01,0.000000e+00,6.661102e-01,1.000000e+00,5.949875e+01,4.201769e-01
3.000000e+00,6.666667e-01,1.495000e+01,0.000000e+00,1.495000e+01,0.000000e+00,1.480000e+01,0.000000e+00,1.480000e+01,0.000000e+00,6.666667e-01,1.000000e+00,5.950000e+01,4.201681e-01
